date,queue,language,checkpoint,actual_so_far,model_so_far,pace_ratio,remaining_model_forecast,adjusted_full_day_forecast,confidence_label
2026-02-14,Customer Service,EN,16:00,24.0,40.79,0.5883,18.71,36.16,Low
2026-02-14,Customer Service,FR,10:00,9.0,10.66,0.8439,58.82,58.64,Medium
2026-02-14,Customer Service,FR,12:00,19.0,25.22,0.7533,44.27,52.35,Medium
2026-02-14,Customer Service,FR,14:00,23.0,35.92,0.6403,33.57,44.82,Low
2026-02-14,Customer Service,FR,16:00,33.0,46.57,0.7087,22.92,49.25,Low
2026-02-14,Customer Service,IT,10:00,10.0,12.89,0.7757,59.28,55.99,Medium
2026-02-14,Customer Service,IT,12:00,16.0,26.66,0.6001,45.51,45.58,Low
2026-02-14,Customer Service,IT,14:00,24.0,38.33,0.6261,33.84,45.99,Low
2026-02-14,Customer Service,IT,16:00,35.0,50.13,0.6982,22.04,50.39,Low
2026-02-14,Sales,DE,10:00,13.0,21.4,0.6074,99.6,77.74,Low
2026-02-14,Sales,DE,12:00,23.0,40.86,0.5629,80.14,75.09,Low
2026-02-14,Sales,DE,14:00,35.0,58.98,0.5934,62.02,75.32,Low
2026-02-14,Sales,DE,16:00,53.0,79.13,0.6697,41.87,81.04,Low
2026-02-14,Sales,EN,10:00,3.0,5.98,0.5016,30.67,22.94,Low
2026-02-14,Sales,EN,12:00,5.0,12.28,0.4071,24.37,20.84,Low
2026-02-14,Sales,EN,14:00,8.0,18.45,0.4337,18.21,19.83,Low
2026-02-14,Sales,EN,16:00,9.0,25.14,0.358,11.51,16.48,Low
2026-02-14,Sales,FR,10:00,1.0,5.93,0.1686,35.23,23.9,Low
2026-02-14,Sales,FR,12:00,5.0,13.2,0.3788,27.96,23.18,Low
2026-02-14,Sales,FR,14:00,11.0,19.5,0.5642,21.67,25.08,Low
2026-02-14,Sales,FR,16:00,17.0,28.19,0.6031,12.98,25.44,Low
2026-02-14,Sales,IT,10:00,6.0,6.17,0.9731,36.7,41.71,High
2026-02-14,Sales,IT,12:00,13.0,14.86,0.8747,28.0,37.49,Medium
2026-02-14,Sales,IT,14:00,16.0,20.69,0.7733,22.17,33.15,Medium
2026-02-14,Sales,IT,16:00,24.0,28.35,0.8466,14.51,36.29,Medium
2026-03-03,Customer Service,DE,10:00,95.0,76.82,1.2366,354.25,533.05,Medium
2026-03-03,Customer Service,DE,12:00,204.0,154.62,1.3193,276.45,568.72,Low
2026-03-03,Customer Service,DE,14:00,275.0,208.8,1.317,222.27,567.74,Low
2026-03-03,Customer Service,DE,16:00,366.0,292.01,1.2534,139.06,540.29,Medium
2026-03-03,Customer Service,EN,10:00,23.0,17.87,1.2871,101.04,153.06,Medium
2026-03-03,Customer Service,EN,12:00,49.0,40.51,1.2095,78.4,143.82,Medium
2026-03-03,Customer Service,EN,14:00,63.0,59.16,1.0649,59.75,126.63,High
2026-03-03,Customer Service,EN,16:00,92.0,81.68,1.1263,37.23,133.93,High
2026-03-03,Customer Service,FR,10:00,25.0,25.59,0.9771,120.51,142.75,High
2026-03-03,Customer Service,FR,12:00,52.0,50.06,1.0387,96.03,151.75,High
2026-03-03,Customer Service,FR,14:00,70.0,74.12,0.9444,71.97,137.97,High
2026-03-03,Customer Service,FR,16:00,89.0,101.42,0.8775,44.67,128.2,Medium
2026-03-03,Customer Service,IT,10:00,16.0,22.85,0.7003,112.21,94.58,Low
2026-03-03,Customer Service,IT,12:00,43.0,48.35,0.8893,86.7,120.1,Medium
2026-03-03,Customer Service,IT,14:00,50.0,69.46,0.7198,65.59,97.22,Low
2026-03-03,Customer Service,IT,16:00,77.0,94.48,0.815,40.58,110.07,Medium
2026-03-03,Sales,DE,10:00,32.0,41.06,0.7794,190.32,180.33,Medium
2026-03-03,Sales,DE,12:00,68.0,83.09,0.8184,148.29,189.36,Medium
2026-03-03,Sales,DE,14:00,96.0,118.75,0.8084,112.63,187.05,Medium
2026-03-03,Sales,DE,16:00,134.0,160.77,0.8335,70.61,192.85,Medium
2026-03-03,Sales,EN,10:00,12.0,11.88,1.0103,59.47,72.08,High
2026-03-03,Sales,EN,12:00,24.0,25.04,0.9584,46.31,68.38,High
2026-03-03,Sales,EN,14:00,29.0,36.52,0.7942,34.83,56.66,Medium
2026-03-03,Sales,EN,16:00,35.0,49.82,0.7026,21.53,50.13,Low
2026-03-03,Sales,FR,10:00,12.0,14.34,0.8366,69.68,70.3,Medium
2026-03-03,Sales,FR,12:00,27.0,28.65,0.9424,55.37,79.18,High
2026-03-03,Sales,FR,14:00,33.0,41.97,0.7863,42.05,66.07,Medium
2026-03-03,Sales,FR,16:00,39.0,57.5,0.6783,26.53,56.99,Low
2026-03-03,Sales,IT,10:00,7.0,11.6,0.6033,66.71,50.36,Low
2026-03-03,Sales,IT,12:00,17.0,26.51,0.6413,51.81,50.67,Low
2026-03-03,Sales,IT,14:00,21.0,38.31,0.5482,40.01,47.0,Low
2026-03-03,Sales,IT,16:00,27.0,52.26,0.5166,26.05,43.93,Low
2026-03-04,Customer Service,DE,10:00,47.0,57.23,0.8213,274.81,272.7,Medium
2026-03-04,Customer Service,DE,12:00,119.0,119.39,0.9968,212.65,330.96,High
2026-03-04,Customer Service,DE,14:00,171.0,172.76,0.9898,159.28,328.66,High
2026-03-04,Customer Service,DE,16:00,238.0,230.33,1.0333,101.71,343.1,High
2026-03-04,Customer Service,EN,10:00,12.0,16.57,0.7241,87.06,75.04,Low
2026-03-04,Customer Service,EN,12:00,29.0,33.78,0.8585,69.85,88.97,Medium
2026-03-04,Customer Service,EN,14:00,43.0,50.15,0.8575,53.48,88.86,Medium
2026-03-04,Customer Service,EN,16:00,60.0,67.65,0.887,35.98,91.91,Medium
2026-03-04,Customer Service,FR,10:00,21.0,22.54,0.9315,107.93,121.53,High
2026-03-04,Customer Service,FR,12:00,40.0,46.2,0.8657,84.27,112.95,Medium
2026-03-04,Customer Service,FR,14:00,54.0,66.43,0.8129,64.05,106.07,Medium
2026-03-04,Customer Service,FR,16:00,71.0,90.42,0.7853,40.06,102.46,Medium
2026-03-04,Customer Service,IT,10:00,16.0,20.22,0.7911,110.38,103.33,Medium
2026-03-04,Customer Service,IT,12:00,37.0,44.72,0.8274,85.89,108.07,Medium
2026-03-04,Customer Service,IT,14:00,45.0,65.06,0.6917,65.55,90.34,Low
2026-03-04,Customer Service,IT,16:00,60.0,89.61,0.6695,40.99,87.45,Low
2026-03-04,Sales,DE,10:00,34.0,35.72,0.9519,178.43,203.85,High
2026-03-04,Sales,DE,12:00,63.0,71.92,0.876,142.23,187.59,Medium
2026-03-04,Sales,DE,14:00,88.0,107.2,0.8209,106.95,175.79,Medium
2026-03-04,Sales,DE,16:00,121.0,143.54,0.843,70.61,180.52,Medium
2026-03-04,Sales,EN,10:00,8.0,11.03,0.725,58.62,50.5,Low
2026-03-04,Sales,EN,12:00,13.0,22.83,0.5693,46.82,43.44,Low
2026-03-04,Sales,EN,14:00,21.0,34.14,0.6151,35.52,44.09,Low
2026-03-04,Sales,EN,16:00,25.0,46.63,0.5361,23.03,39.97,Low
2026-03-04,Sales,FR,10:00,8.0,13.24,0.6042,64.26,49.77,Low
2026-03-04,Sales,FR,12:00,17.0,27.47,0.6189,50.03,49.52,Low
2026-03-04,Sales,FR,14:00,27.0,38.78,0.6963,38.72,53.96,Low
2026-03-04,Sales,FR,16:00,38.0,51.67,0.7354,25.82,56.99,Low
2026-03-04,Sales,IT,10:00,5.0,12.68,0.3944,63.06,45.99,Low
2026-03-04,Sales,IT,12:00,17.0,24.61,0.6907,51.12,52.31,Low
2026-03-04,Sales,IT,14:00,24.0,36.72,0.6536,39.01,49.5,Low
2026-03-04,Sales,IT,16:00,33.0,50.96,0.6476,24.78,49.1,Low
2026-03-05,Customer Service,DE,10:00,41.0,46.79,0.8763,252.62,262.37,Medium
2026-03-05,Customer Service,DE,12:00,99.0,101.02,0.98,198.38,293.41,High
2026-03-05,Customer Service,DE,14:00,130.0,140.89,0.9227,158.52,276.27,High
2026-03-05,Customer Service,DE,16:00,183.0,196.48,0.9314,102.92,278.86,High
2026-03-05,Customer Service,EN,10:00,7.0,17.27,0.4052,84.27,61.78,Low
2026-03-05,Customer Service,EN,12:00,27.0,35.15,0.7682,66.4,78.01,Medium
2026-03-05,Customer Service,EN,14:00,36.0,51.73,0.6959,49.81,70.66,Low
2026-03-05,Customer Service,EN,16:00,46.0,70.69,0.6507,30.85,66.08,Low
2026-03-05,Customer Service,FR,10:00,23.0,20.86,1.1025,100.2,133.47,High
2026-03-05,Customer Service,FR,12:00,43.0,42.37,1.0149,78.69,122.86,High
2026-03-05,Customer Service,FR,14:00,49.0,62.28,0.7867,58.78,95.24,Medium
2026-03-05,Customer Service,FR,16:00,69.0,82.17,0.8397,38.89,101.66,Medium
2026-03-05,Customer Service,IT,10:00,9.0,16.7,0.5389,97.91,72.64,Low
2026-03-05,Customer Service,IT,12:00,27.0,35.71,0.756,78.9,86.65,Medium
2026-03-05,Customer Service,IT,14:00,34.0,55.0,0.6182,59.62,72.75,Low
2026-03-05,Customer Service,IT,16:00,55.0,74.54,0.7379,40.08,84.57,Low
2026-03-05,Sales,DE,10:00,24.0,32.19,0.7456,163.84,146.15,Low
2026-03-05,Sales,DE,12:00,49.0,67.8,0.7227,128.23,141.67,Low
2026-03-05,Sales,DE,14:00,72.0,99.97,0.7202,96.06,141.18,Low
2026-03-05,Sales,DE,16:00,102.0,132.34,0.7707,63.69,151.09,Medium
2026-03-05,Sales,EN,10:00,8.0,9.9,0.808,50.28,48.63,Medium
2026-03-05,Sales,EN,12:00,11.0,20.48,0.5372,39.71,36.81,Low
2026-03-05,Sales,EN,14:00,23.0,28.45,0.8085,31.74,48.66,Medium
2026-03-05,Sales,EN,16:00,33.0,38.88,0.8487,21.3,51.08,Medium
2026-03-05,Sales,FR,10:00,5.0,11.67,0.4284,56.5,41.73,Low
2026-03-05,Sales,FR,12:00,18.0,23.8,0.7564,44.38,51.57,Medium
2026-03-05,Sales,FR,14:00,22.0,34.17,0.6438,34.0,44.1,Low
2026-03-05,Sales,FR,16:00,30.0,46.93,0.6392,21.24,43.81,Low
2026-03-05,Sales,IT,10:00,8.0,12.32,0.6495,62.37,48.54,Low
2026-03-05,Sales,IT,12:00,18.0,25.06,0.7183,49.62,53.64,Low
2026-03-05,Sales,IT,14:00,26.0,37.41,0.695,37.28,51.91,Low
2026-03-05,Sales,IT,16:00,38.0,50.46,0.753,24.22,56.24,Medium
2026-03-06,Customer Service,DE,10:00,48.0,52.53,0.9139,252.6,278.84,High
2026-03-06,Customer Service,DE,12:00,95.0,107.6,0.8829,197.53,269.4,Medium
2026-03-06,Customer Service,DE,14:00,134.0,156.54,0.856,148.59,261.2,Medium
2026-03-06,Customer Service,DE,16:00,180.0,210.36,0.8557,94.77,261.1,Medium
2026-03-06,Customer Service,EN,10:00,13.0,14.24,0.913,82.42,88.25,High
2026-03-06,Customer Service,EN,12:00,21.0,30.9,0.6796,65.76,65.69,Low
2026-03-06,Customer Service,EN,14:00,31.0,46.34,0.669,50.32,64.66,Low
2026-03-06,Customer Service,EN,16:00,39.0,61.87,0.6303,34.79,61.61,Low
2026-03-06,Customer Service,FR,10:00,15.0,22.35,0.6712,107.25,86.99,Low
2026-03-06,Customer Service,FR,12:00,28.0,46.98,0.596,82.62,81.7,Low
2026-03-06,Customer Service,FR,14:00,37.0,65.82,0.5621,63.78,78.45,Low
2026-03-06,Customer Service,FR,16:00,49.0,90.56,0.5411,39.04,74.38,Low
2026-03-06,Customer Service,IT,10:00,9.0,20.08,0.4483,90.67,67.94,Low
2026-03-06,Customer Service,IT,12:00,26.0,41.43,0.6275,69.32,71.06,Low
2026-03-06,Customer Service,IT,14:00,36.0,57.26,0.6287,53.48,70.77,Low
2026-03-06,Customer Service,IT,16:00,49.0,74.74,0.6556,36.01,72.61,Low
2026-03-06,Sales,DE,10:00,21.0,27.98,0.7506,148.92,132.79,Medium
2026-03-06,Sales,DE,12:00,47.0,59.18,0.7942,117.72,140.49,Medium
2026-03-06,Sales,DE,14:00,67.0,84.7,0.791,92.2,139.93,Medium
2026-03-06,Sales,DE,16:00,96.0,115.92,0.8282,60.98,146.5,Medium
2026-03-06,Sales,EN,10:00,8.0,11.47,0.6977,46.99,40.78,Low
2026-03-06,Sales,EN,12:00,17.0,21.26,0.7997,37.2,46.75,Medium
2026-03-06,Sales,EN,14:00,23.0,28.96,0.7941,29.49,46.42,Medium
2026-03-06,Sales,EN,16:00,30.0,39.66,0.7564,18.8,44.22,Medium
2026-03-06,Sales,FR,10:00,10.0,11.18,0.8949,58.46,62.31,Medium
2026-03-06,Sales,FR,12:00,16.0,23.3,0.6867,46.33,47.82,Low
2026-03-06,Sales,FR,14:00,19.0,35.38,0.5371,34.26,41.27,Low
2026-03-06,Sales,FR,16:00,23.0,48.27,0.4765,21.36,36.88,Low
2026-03-06,Sales,IT,10:00,8.0,9.74,0.8215,54.47,52.75,Medium
2026-03-06,Sales,IT,12:00,13.0,21.12,0.6156,43.09,41.01,Low
2026-03-06,Sales,IT,14:00,17.0,30.06,0.5656,34.15,39.2,Low
2026-03-06,Sales,IT,16:00,23.0,41.65,0.5523,22.56,37.66,Low
2026-03-09,Customer Service,DE,10:00,70.0,64.28,1.089,342.93,443.43,High
2026-03-09,Customer Service,DE,12:00,160.0,136.74,1.1701,270.47,476.48,Medium
2026-03-09,Customer Service,DE,14:00,209.0,207.56,1.007,199.65,410.04,High
2026-03-09,Customer Service,DE,16:00,287.0,280.9,1.0217,126.32,416.06,High
2026-03-09,Customer Service,EN,10:00,19.0,22.42,0.8476,101.14,104.72,Medium
2026-03-09,Customer Service,EN,12:00,38.0,44.24,0.859,79.32,106.14,Medium
2026-03-09,Customer Service,EN,14:00,45.0,64.59,0.6967,58.97,86.08,Low
2026-03-09,Customer Service,EN,16:00,60.0,84.39,0.711,39.17,87.85,Low
2026-03-09,Customer Service,FR,10:00,24.0,27.22,0.8815,138.52,146.11,Medium
2026-03-09,Customer Service,FR,12:00,53.0,56.85,0.9323,108.9,154.52,High
2026-03-09,Customer Service,FR,14:00,73.0,80.69,0.9047,85.05,149.94,High
2026-03-09,Customer Service,FR,16:00,101.0,115.2,0.8767,50.54,145.31,Medium
2026-03-09,Customer Service,IT,10:00,18.0,23.22,0.7751,118.94,110.19,Medium
2026-03-09,Customer Service,IT,12:00,45.0,50.32,0.8944,91.85,127.15,Medium
2026-03-09,Customer Service,IT,14:00,66.0,71.29,0.9258,70.87,131.61,High
2026-03-09,Customer Service,IT,16:00,85.0,95.01,0.8947,47.15,127.19,Medium
2026-03-09,Sales,DE,10:00,39.0,35.74,1.0913,200.32,257.61,High
2026-03-09,Sales,DE,12:00,77.0,77.84,0.9892,158.21,233.51,High
2026-03-09,Sales,DE,14:00,104.0,114.94,0.9048,121.11,213.59,High
2026-03-09,Sales,DE,16:00,154.0,156.94,0.9813,79.11,231.63,High
2026-03-09,Sales,EN,10:00,5.0,11.03,0.4532,66.11,47.97,Low
2026-03-09,Sales,EN,12:00,15.0,24.4,0.6146,52.74,49.28,Low
2026-03-09,Sales,EN,14:00,23.0,37.7,0.6101,39.44,48.64,Low
2026-03-09,Sales,EN,16:00,36.0,51.92,0.6933,25.22,53.49,Low
2026-03-09,Sales,FR,10:00,10.0,15.46,0.6469,68.99,54.84,Low
2026-03-09,Sales,FR,12:00,25.0,29.52,0.8467,54.92,71.51,Medium
2026-03-09,Sales,FR,14:00,32.0,40.6,0.7883,43.85,66.57,Medium
2026-03-09,Sales,FR,16:00,45.0,55.26,0.8143,29.19,68.77,Medium
2026-03-09,Sales,IT,10:00,13.0,16.79,0.7743,70.19,67.35,Medium
2026-03-09,Sales,IT,12:00,26.0,33.18,0.7837,53.8,68.16,Medium
2026-03-09,Sales,IT,14:00,42.0,47.1,0.8918,39.88,77.57,Medium
2026-03-09,Sales,IT,16:00,59.0,60.75,0.9711,26.22,84.47,High
2026-03-10,Customer Service,DE,10:00,64.0,66.96,0.9557,312.71,362.86,High
2026-03-10,Customer Service,DE,12:00,147.0,140.42,1.0468,239.25,397.45,High
2026-03-10,Customer Service,DE,14:00,202.0,197.32,1.0237,182.35,388.68,High
2026-03-10,Customer Service,DE,16:00,271.0,253.42,1.0694,126.25,406.01,High
2026-03-10,Customer Service,EN,10:00,11.0,18.88,0.5827,90.25,69.66,Low
2026-03-10,Customer Service,EN,12:00,24.0,38.11,0.6297,71.02,70.16,Low
2026-03-10,Customer Service,EN,14:00,38.0,55.9,0.6798,53.23,74.18,Low
2026-03-10,Customer Service,EN,16:00,61.0,72.12,0.8458,37.01,92.3,Medium
2026-03-10,Customer Service,FR,10:00,21.0,24.24,0.8664,115.27,120.87,Medium
2026-03-10,Customer Service,FR,12:00,50.0,47.72,1.0477,91.79,146.17,High
2026-03-10,Customer Service,FR,14:00,70.0,69.51,1.007,70.0,140.49,High
2026-03-10,Customer Service,FR,16:00,83.0,95.03,0.8734,44.48,121.85,Medium
2026-03-10,Customer Service,IT,10:00,24.0,19.92,1.205,108.56,154.82,Medium
2026-03-10,Customer Service,IT,12:00,46.0,43.54,1.0566,84.95,135.76,High
2026-03-10,Customer Service,IT,14:00,60.0,67.1,0.8941,61.38,114.88,Medium
2026-03-10,Customer Service,IT,16:00,76.0,86.34,0.8803,42.15,113.1,Medium
2026-03-10,Sales,DE,10:00,21.0,34.73,0.6047,188.24,143.35,Low
2026-03-10,Sales,DE,12:00,68.0,72.85,0.9335,150.12,208.13,High
2026-03-10,Sales,DE,14:00,95.0,110.84,0.8571,112.13,191.1,Medium
2026-03-10,Sales,DE,16:00,131.0,149.79,0.8746,73.18,195.0,Medium
2026-03-10,Sales,EN,10:00,7.0,12.78,0.5479,61.85,47.2,Low
2026-03-10,Sales,EN,12:00,16.0,25.06,0.6384,49.57,48.22,Low
2026-03-10,Sales,EN,14:00,24.0,36.46,0.6582,38.17,49.12,Low
2026-03-10,Sales,EN,16:00,29.0,49.25,0.5888,25.37,45.49,Low
2026-03-10,Sales,FR,10:00,7.0,15.32,0.4569,69.96,52.47,Low
2026-03-10,Sales,FR,12:00,17.0,30.2,0.563,55.08,52.81,Low
2026-03-10,Sales,FR,14:00,24.0,42.86,0.56,42.42,51.58,Low
2026-03-10,Sales,FR,16:00,34.0,57.65,0.5898,27.63,51.96,Low
2026-03-10,Sales,IT,10:00,10.0,13.25,0.7545,66.0,59.8,Medium
2026-03-10,Sales,IT,12:00,22.0,28.33,0.7766,50.92,61.55,Medium
2026-03-10,Sales,IT,14:00,28.0,39.72,0.705,39.53,55.87,Low
2026-03-10,Sales,IT,16:00,45.0,53.2,0.8459,26.05,67.04,Medium
2026-03-11,Customer Service,DE,10:00,61.0,49.58,1.2305,279.46,404.86,Medium
2026-03-11,Customer Service,DE,12:00,113.0,110.77,1.0202,218.27,335.66,High
2026-03-11,Customer Service,DE,14:00,159.0,166.2,0.9567,162.83,314.78,High
2026-03-11,Customer Service,DE,16:00,220.0,224.73,0.979,104.31,322.11,High
2026-03-11,Customer Service,EN,10:00,11.0,17.84,0.6168,83.78,65.46,Low
2026-03-11,Customer Service,EN,12:00,29.0,35.82,0.8096,65.8,82.27,Medium
2026-03-11,Customer Service,EN,14:00,40.0,53.15,0.7525,48.46,76.47,Medium
2026-03-11,Customer Service,EN,16:00,54.0,70.78,0.7629,30.84,77.52,Medium
2026-03-11,Customer Service,FR,10:00,12.0,22.05,0.5441,116.34,87.62,Low
2026-03-11,Customer Service,FR,12:00,31.0,47.46,0.6533,90.94,90.41,Low
2026-03-11,Customer Service,FR,14:00,44.0,70.46,0.6245,67.94,88.16,Low
2026-03-11,Customer Service,FR,16:00,57.0,91.76,0.6212,46.63,87.31,Low
2026-03-11,Customer Service,IT,10:00,16.0,19.52,0.8198,100.62,98.48,Medium
2026-03-11,Customer Service,IT,12:00,33.0,40.62,0.8124,79.51,97.6,Medium
2026-03-11,Customer Service,IT,14:00,45.0,59.4,0.7576,60.73,91.01,Medium
2026-03-11,Customer Service,IT,16:00,71.0,80.65,0.8804,39.48,105.76,Medium
2026-03-11,Sales,DE,10:00,51.0,37.33,1.366,204.94,330.96,Low
2026-03-11,Sales,DE,12:00,95.0,81.74,1.1623,160.54,281.59,Medium
2026-03-11,Sales,DE,14:00,114.0,119.53,0.9538,122.75,231.08,High
2026-03-11,Sales,DE,16:00,146.0,163.1,0.8951,79.17,216.87,Medium
2026-03-11,Sales,EN,10:00,10.0,11.68,0.856,58.14,59.77,Medium
2026-03-11,Sales,EN,12:00,20.0,23.8,0.8402,46.02,58.66,Medium
2026-03-11,Sales,EN,14:00,25.0,35.36,0.7071,34.47,49.37,Low
2026-03-11,Sales,EN,16:00,35.0,47.67,0.7342,22.15,51.26,Low
2026-03-11,Sales,FR,10:00,7.0,14.27,0.4906,73.52,54.79,Low
2026-03-11,Sales,FR,12:00,14.0,31.16,0.4494,56.63,50.81,Low
2026-03-11,Sales,FR,14:00,19.0,45.85,0.4144,41.94,46.26,Low
2026-03-11,Sales,FR,16:00,32.0,57.7,0.5546,30.08,51.56,Low
2026-03-11,Sales,IT,10:00,13.0,13.11,0.9912,70.83,83.21,High
2026-03-11,Sales,IT,12:00,27.0,26.08,1.0355,57.87,86.92,High
2026-03-11,Sales,IT,14:00,42.0,38.22,1.0988,45.72,92.24,High
2026-03-11,Sales,IT,16:00,55.0,53.31,1.0317,30.64,86.61,High
2026-03-12,Customer Service,DE,10:00,56.0,59.95,0.9342,271.15,309.3,High
2026-03-12,Customer Service,DE,12:00,104.0,120.59,0.8625,210.51,285.55,Medium
2026-03-12,Customer Service,DE,14:00,141.0,171.66,0.8214,159.44,271.96,Medium
2026-03-12,Customer Service,DE,16:00,199.0,226.48,0.8787,104.62,290.92,Medium
2026-03-12,Customer Service,EN,10:00,13.0,17.58,0.7396,83.73,74.92,Low
2026-03-12,Customer Service,EN,12:00,21.0,35.51,0.5914,65.8,63.77,Low
2026-03-12,Customer Service,EN,14:00,32.0,49.25,0.6498,52.06,65.84,Low
2026-03-12,Customer Service,EN,16:00,52.0,66.57,0.7811,34.73,79.13,Medium
2026-03-12,Customer Service,FR,10:00,22.0,23.75,0.9262,108.76,122.74,High
2026-03-12,Customer Service,FR,12:00,45.0,46.75,0.9625,85.76,127.55,High
2026-03-12,Customer Service,FR,14:00,60.0,65.01,0.9229,67.5,122.3,High
2026-03-12,Customer Service,FR,16:00,67.0,93.71,0.715,38.81,94.74,Low
2026-03-12,Customer Service,IT,10:00,21.0,17.72,1.1853,99.84,139.34,Medium
2026-03-12,Customer Service,IT,12:00,42.0,38.79,1.0826,78.76,127.27,High
2026-03-12,Customer Service,IT,14:00,57.0,59.24,0.9622,58.31,113.1,High
2026-03-12,Customer Service,IT,16:00,73.0,77.17,0.946,40.39,111.21,High
2026-03-12,Sales,DE,10:00,15.0,38.38,0.3908,171.3,126.34,Low
2026-03-12,Sales,DE,12:00,39.0,73.52,0.5305,136.16,127.5,Low
2026-03-12,Sales,DE,14:00,59.0,106.75,0.5527,102.93,125.9,Low
2026-03-12,Sales,DE,16:00,101.0,140.83,0.7172,68.85,150.38,Low
2026-03-12,Sales,EN,10:00,5.0,10.3,0.4852,48.32,36.41,Low
2026-03-12,Sales,EN,12:00,14.0,20.94,0.6685,37.68,39.19,Low
2026-03-12,Sales,EN,14:00,23.0,28.27,0.8136,30.36,47.7,Medium
2026-03-12,Sales,EN,16:00,35.0,38.9,0.8998,19.73,52.75,Medium
2026-03-12,Sales,FR,10:00,8.0,10.94,0.7311,57.05,49.71,Low
2026-03-12,Sales,FR,12:00,18.0,22.29,0.8076,45.7,54.91,Medium
2026-03-12,Sales,FR,14:00,30.0,33.65,0.8915,34.34,60.61,Medium
2026-03-12,Sales,FR,16:00,40.0,45.57,0.8778,22.43,59.69,Medium
2026-03-12,Sales,IT,10:00,14.0,11.06,1.2655,58.23,87.69,Medium
2026-03-12,Sales,IT,12:00,25.0,23.05,1.0845,46.24,75.15,High
2026-03-12,Sales,IT,14:00,32.0,34.27,0.9337,35.03,64.7,High
2026-03-12,Sales,IT,16:00,44.0,46.76,0.9411,22.54,65.21,High
2026-03-13,Customer Service,DE,10:00,42.0,50.54,0.831,263.92,261.31,Medium
2026-03-13,Customer Service,DE,12:00,103.0,109.32,0.9422,205.14,296.28,High
2026-03-13,Customer Service,DE,14:00,141.0,163.1,0.8645,151.36,271.85,Medium
2026-03-13,Customer Service,DE,16:00,190.0,217.29,0.8744,97.18,274.97,Medium
2026-03-13,Customer Service,EN,10:00,7.0,12.2,0.5739,75.67,56.19,Low
2026-03-13,Customer Service,EN,12:00,18.0,29.64,0.6073,58.23,55.85,Low
2026-03-13,Customer Service,EN,14:00,24.0,42.86,0.5599,45.0,53.25,Low
2026-03-13,Customer Service,EN,16:00,38.0,57.45,0.6615,30.42,58.12,Low
2026-03-13,Customer Service,FR,10:00,15.0,22.05,0.6803,102.15,84.49,Low
2026-03-13,Customer Service,FR,12:00,25.0,43.96,0.5687,80.24,77.15,Low
2026-03-13,Customer Service,FR,14:00,44.0,62.23,0.707,61.96,87.81,Low
2026-03-13,Customer Service,FR,16:00,57.0,83.89,0.6794,40.3,84.38,Low
2026-03-13,Customer Service,IT,10:00,17.0,17.53,0.9699,98.82,112.85,High
2026-03-13,Customer Service,IT,12:00,33.0,39.01,0.846,77.34,98.43,Medium
2026-03-13,Customer Service,IT,14:00,45.0,54.92,0.8193,61.43,95.33,Medium
2026-03-13,Customer Service,IT,16:00,57.0,75.09,0.7591,41.26,88.32,Medium
2026-03-13,Sales,DE,10:00,28.0,31.42,0.8912,156.63,167.58,Medium
2026-03-13,Sales,DE,12:00,58.0,60.08,0.9654,127.97,181.55,High
2026-03-13,Sales,DE,14:00,75.0,88.34,0.849,99.7,159.64,Medium
2026-03-13,Sales,DE,16:00,98.0,121.97,0.8035,66.07,151.09,Medium
2026-03-13,Sales,EN,10:00,11.0,9.02,1.2202,49.35,71.22,Medium
2026-03-13,Sales,EN,12:00,21.0,20.53,1.0228,37.83,59.7,High
2026-03-13,Sales,EN,14:00,27.0,29.76,0.9073,28.61,52.95,High
2026-03-13,Sales,EN,16:00,34.0,39.76,0.8551,18.6,49.91,Medium
2026-03-13,Sales,FR,10:00,6.0,11.62,0.5162,56.82,42.93,Low
2026-03-13,Sales,FR,12:00,8.0,24.42,0.3277,44.03,36.62,Low
2026-03-13,Sales,FR,14:00,16.0,33.94,0.4714,34.5,38.43,Low
2026-03-13,Sales,FR,16:00,21.0,46.17,0.4548,22.27,35.48,Low
2026-03-13,Sales,IT,10:00,10.0,11.79,0.8483,58.0,59.21,Medium
2026-03-13,Sales,IT,12:00,13.0,24.52,0.5302,45.28,42.43,Low
2026-03-13,Sales,IT,14:00,17.0,34.86,0.4876,34.93,39.7,Low
2026-03-13,Sales,IT,16:00,23.0,46.47,0.4949,23.32,38.16,Low
2026-03-14,Customer Service,DE,10:00,27.0,37.41,0.7218,182.0,158.37,Low
2026-03-14,Customer Service,DE,12:00,66.0,75.57,0.8734,143.84,191.63,Medium
2026-03-14,Customer Service,DE,14:00,84.0,106.8,0.7865,112.61,172.56,Medium
2026-03-14,Customer Service,DE,16:00,115.0,145.57,0.79,73.84,173.33,Medium
2026-03-14,Customer Service,EN,10:00,7.0,11.74,0.5963,52.67,41.24,Low
2026-03-14,Customer Service,EN,12:00,15.0,23.86,0.6287,40.55,41.36,Low
2026-03-14,Customer Service,EN,14:00,18.0,33.21,0.542,31.2,38.28,Low
2026-03-14,Customer Service,EN,16:00,25.0,44.38,0.5634,20.04,38.02,Low
2026-03-14,Customer Service,FR,10:00,5.0,13.89,0.3601,63.95,46.57,Low
2026-03-14,Customer Service,FR,12:00,16.0,27.19,0.5884,50.64,48.92,Low
